Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Bribery incidence (percent of firms experiencing at least one bribe payment request),Bribery depth (% of public transactions where a gift or informal payment was requested),Percent of firms expected to give gifts in meetings with tax officials,Percent of firms expected to give gifts to secure government contract,Percent of firms expected to give gifts to get an operating license,Percent of firms expected to give gifts to get an import license,Percent of firms expected to give gifts to get a construction permit,Percent of firms expected to give gifts to get an electrical connection,Percent of firms expected to give gifts to get a water connection,"Percent of firms expected to give gifts to public officials ""to get things done""",Percent of firms identifying corruption as a major or very severe constraint,Real annual sales growth (%),Annual employment growth (%),Real annual labor productivity growth (%),Percent of firms buying fixed assets,Capacity utilization (%)*,Age of the establishment (years),Percent of firms with at least 10% of foreign ownership,Percent of firms with at least 10% of government/state ownership,Proportion of private domestic ownership in a firm (%),Percent of firms with legal status of Sole Proprietorship,Senior management time spent dealing with the requirements of government regulation (%),Days to obtain an operating license,[B-READY] Days to obtain a construction-related permit [median],Days to obtain an import license,[B-READY] Days to receive payment under government contract,[B-READY] Percent of firms visited or inspected for health or safety,[B-READY] Percent of firms with a report issued for health or safety inspection,Percent of firms identifying business licensing and permits as a major or very severe constraint,Percent of firms identifying access to land as a major or very severe constraint,[B-READY] Perceptions index of access to land as a constraint,[B-READY] Percent of firms offering formal training over last fiscal year,Proportion of workers offered formal training over last fiscal year (%)*,Years of the top manager's experience working in the firm's sector,Percent of firms where the largest owner is also the top manager,Number of permanent full-time equivalent workers,"Proportion of permanent workers, out of all permanent full-time equivalent workers","Proportion of production workers, out of all permanent workers*","Proportion of skilled workers, out of all permanent production workers (%)*",Proportion of permanent full time workers that completed high school,[B-READY] Weeks to dismiss a full-time permanent worker,[B-READY] Weeks paid in severance,[B-READY] Percent of firms involved in labor dispute over last 3 years,[B-READY] Months to resolve labor dispute,Percent of firms identifying labor regulations as a major or very severe constraint,[B-READY] Perceptions index of labor regulations as a constraint,Percent of firms identifying an inadequately educated workforce as a major or very severe constraint,Management practices index,Score on action when a problem arose,Score on number of performance indicators monitored,Score on time focus of production/service provision targets,Score on achievability of production/service provision targets,Score on knowledge of production/service provision targets,Score on basis of managers' performance bonuses,Score on extent to which non-managers are promoted based on performance,Score on extent to which under-performing non-managers are reassigned or dismissed,Percent of firms competing against unregistered or informal firms,Percent of firms formally registered when they started operations,Number of years firm operated without formal registration,Percent of firms identifying practices of competitors in the informal sector as a major or very severe constraint
Rwanda,2006,Size,NA,Medium (20-99),Average,6.8,6.2,1.3,20.2,0,0,27.8,NA,NA,16.2,14.5,0.7,11.6,-11.2,48.1,60.2,12.9,30,1.8,75.1,31.7,5.6,2.2,15,4.9,NA,NA,NA,7.7,22.1,75,22.7,55.4,12.2,NA,40.3,85.2,65,49.8,NA,NA,NA,NA,NA,3.1,90.1,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,NA,20.4
Rwanda,2006,Size,NA,Small (5-19),Average,8.1,7,7.1,15.4,6.9,17.1,NA,0,NA,21.5,0.5,-0.1,12.2,-11.9,66.5,73.4,7.7,9.2,0,90.3,77.2,6,8.6,NA,13.2,NA,NA,NA,10.3,17.5,76.9,7.7,NA,8.8,NA,8.9,97,63.5,59.8,NA,NA,NA,NA,NA,3,93.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,NA,NA,9.3
Rwanda,2006,NA,NA,NA,Average,7,6.1,4.9,17.1,4.6,6.1,18,0,NA,20,4.4,0.3,11.5,-10.8,60,67,10.1,18.2,3,82,59.5,5.9,6.5,30,7.4,NA,NA,NA,8.6,18.8,75.7,27.6,41.4,10.3,NA,80.7,90.9,64.6,52.6,NA,NA,NA,NA,NA,2.8,92.1,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA,13.4
Rwanda,2011,Exporter Type,NA,Direct exports are 10% or more of sales,Average,18.2,6.1,20.2,NA,NA,NA,NA,NA,NA,8.3,20.9,NA,NA,NA,58.2,NA,14.9,93.5,0,18.6,0,7.2,NA,NA,NA,NA,NA,NA,0,16.5,70.4,82.1,NA,14.6,77.5,133.9,69.3,NA,NA,NA,NA,NA,NA,NA,20.9,76.9,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,93.5,0.1,22.2
Rwanda,2011,Exporter Type,NA,Non-exporter,Average,6.6,4.1,4,11.2,0,3.2,15.2,0,7,6.2,15.3,-1.1,10.7,-10.6,47.9,NA,9.2,16.8,0.5,86.1,44,5,11.6,30,6.4,NA,NA,NA,7.9,23.7,74.1,54.7,NA,12.7,77.2,43,90,NA,NA,NA,NA,NA,NA,NA,8.7,84.4,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,89.7,0.5,38
Rwanda,2011,Gender of Top Manager,NA,Top manager is female,Average,2.2,0.7,2.7,5.2,0,NA,0,NA,NA,3.3,23.2,NA,2,NA,25.9,NA,11,23.2,0,81.1,43.3,5,8.1,NA,NA,NA,NA,NA,16.7,39.4,60.9,38,NA,11.7,68.7,28.9,89.8,NA,NA,NA,NA,NA,NA,NA,19.8,77.5,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,92.4,0.3,45.6
Rwanda,2011,Gender of Top Manager,NA,Top manager is male,Average,8,4.9,4.9,12.3,0,2.9,16,0,NA,6.9,13.4,2.6,12.4,-8.3,53.7,NA,8.9,17.5,0.7,85.3,42.8,5.2,12.1,30,6.2,NA,NA,NA,5.6,19.6,77.3,59.6,NA,13,78.1,48.7,89.6,NA,NA,NA,NA,NA,NA,NA,6.2,85.8,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8,89.2,0.5,35.7
Rwanda,2011,Location,NA,Butare,Average,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,58.7,NA,6.7,0,0,100,35.1,NA,NA,NA,NA,NA,NA,NA,6.2,25.9,70.6,64.9,NA,11.3,NA,20.1,90.1,NA,NA,NA,NA,NA,NA,NA,0,100,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,86.8,0.1,14.2
Rwanda,2011,Location,NA,Kigali,Average,7,4.2,4.6,11.6,0,2.9,14.2,0,7,6.4,15.7,-1.1,10.6,-10.5,48,NA,9.4,19.1,0.5,84.1,43.1,5,11.2,30,6.2,NA,NA,NA,7.7,23.4,74.2,55.1,NA,12.8,76.9,45.3,89.6,NA,NA,NA,NA,NA,NA,NA,9.1,83.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,89.9,0.4,38
Rwanda,2011,Ownership Type,NA,10% or more foreign ownership,Average,8.8,6.4,6.5,8.3,0,9.2,14.1,NA,NA,7.6,16.5,-7,17.1,-22,57.2,NA,11.2,100,1.4,19.3,14.1,7.4,12,40,7.3,NA,NA,NA,6.7,25.7,73,65.6,NA,14.7,59.9,87.6,87,NA,NA,NA,NA,NA,NA,NA,14.4,80.5,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3,98.6,0,30.8
Rwanda,2011,Ownership Type,NA,Domestic,Average,6.3,3.4,3.9,11.9,0,0,14,0,NA,5.9,15.2,0.5,9.1,-7.2,46.1,NA,8.9,0,0.3,99.4,49.6,4.7,10.2,30,5.7,NA,NA,NA,8,22.9,74.3,52.9,NA,12.3,80.4,34.8,90.2,NA,NA,NA,NA,NA,NA,NA,7.6,85,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,87.8,0.5,39
Rwanda,2011,Sector,Manufacturing,All,Average,13.3,9.1,13.6,5,0,11,6.6,0,NA,8.8,17.6,-7.2,12.3,-18.6,42.1,NA,11.7,24.8,0,80.8,35.7,5.7,25.7,30,8.2,NA,NA,NA,5.1,17.9,81.9,53.7,NA,12.2,72.3,65.9,89.3,NA,NA,NA,NA,NA,NA,NA,6.9,84.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,91.3,0.3,45.9
Rwanda,2011,Sector,Manufacturing,Manufacturing,Average,13.3,9.1,13.6,5,0,11,6.6,0,NA,8.8,17.6,-7.2,12.3,-18.6,42.1,NA,11.7,24.8,0,80.8,35.7,5.7,25.7,30,8.2,NA,NA,NA,5.1,17.9,81.9,53.7,NA,12.2,72.3,65.9,89.3,NA,NA,NA,NA,NA,NA,NA,6.9,84.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,91.3,0.3,45.9
Rwanda,2011,Sector,Services,All,Average,5.5,3,2.7,12.7,0,0,16,NA,NA,5.6,14.9,0.5,10.1,-8.1,49.7,NA,8.8,17.2,0.7,85.3,44.5,5.1,7.2,30,5.4,NA,NA,NA,8.3,24.6,72.4,55.7,NA,12.9,78.7,39.9,89.7,NA,NA,NA,NA,NA,NA,NA,9.3,84,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,89.5,0.5,35.5
Rwanda,2011,Sector,Services,Services,Average,5.5,3,2.7,12.7,0,0,16,NA,NA,5.6,14.9,0.5,10.1,-8.1,49.7,NA,8.8,17.2,0.7,85.3,44.5,5.1,7.2,30,5.4,NA,NA,NA,8.3,24.6,72.4,55.7,NA,12.9,78.7,39.9,89.7,NA,NA,NA,NA,NA,NA,NA,9.3,84,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,89.5,0.5,35.5
Rwanda,2011,Size,NA,Large (100+),Average,29,17.8,11.4,14.8,NA,8.6,38.6,NA,NA,2,19.6,NA,20.8,NA,83.2,NA,11.5,35,5.1,65.3,24.9,6.6,NA,30,10.7,NA,NA,NA,7.3,2.6,82.9,81.5,NA,14.7,48.2,275.8,68.6,NA,NA,NA,NA,NA,NA,NA,9.7,78.7,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,93.1,0.1,29.3
Rwanda,2011,Size,NA,Medium (20-99),Average,5.3,3.8,2.9,11.7,0,0,8.1,NA,NA,9.3,13.9,-4.2,7.3,-9.7,54.2,NA,11,21.2,0,80.6,33.8,5.9,10.1,30,6.5,NA,NA,NA,4.9,17.1,80,62,NA,12.5,73.4,38.8,87.6,NA,NA,NA,NA,NA,NA,NA,4.3,84.6,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,93.9,0.2,23.5
Rwanda,2011,Size,NA,Small (5-19),Average,3.4,1.6,4.1,10.2,0,NA,0,NA,NA,5.6,15.3,-1.8,10.3,-11.4,39.8,NA,8.2,14.9,0,89.3,49.8,4.6,12.1,NA,NA,NA,NA,NA,9,29.6,70.1,48.1,NA,12.6,82.9,9,93.8,NA,NA,NA,NA,NA,NA,NA,10.7,84.9,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,87.5,0.6,45.4
Rwanda,2011,NA,NA,NA,Average,6.9,4.1,4.5,11.3,0,2.9,14,0,7,6.2,15.4,-1.1,10.5,-10.3,48.2,NA,9.3,18.7,0.5,84.4,42.9,5.2,11.1,30,6.2,NA,NA,NA,7.7,23.4,74.1,55.4,NA,12.7,77.3,44.8,89.6,NA,NA,NA,NA,NA,NA,NA,8.9,84.2,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,89.8,0.4,37.6
Rwanda,2019,Exporter Type,NA,Direct exports are 10% or more of sales,Average,0,0,0,0,NA,0,0,0,NA,2.7,0,11.3,5.9,5,35.1,83.6,12,23,1.2,78.5,72.3,2.4,NA,15,5.9,NA,NA,NA,0,10.2,82.9,61.2,32.2,14.1,85.3,59.2,90.4,61.8,81.1,90.4,NA,NA,NA,NA,0.6,91.8,9.7,53.8,73.2,36.1,73,69.5,58.1,24.7,53.2,32.3,14.2,73.4,1.4,2.8
Rwanda,2019,Exporter Type,NA,Non-exporter,Average,4.7,3.6,5.2,2.9,0,0,0.5,0,0,0.1,0.2,11.2,10.4,1.7,20.2,81.9,10.9,10.4,0.2,89.9,78.3,3.1,12.4,20,7.3,NA,NA,NA,0.2,12.8,77.2,32,46.1,11.2,82.8,26.5,92.1,63.9,81.5,79.4,NA,NA,NA,NA,1.8,90,4.5,49.6,72,29.7,59.8,53.3,62,31.1,61.8,13.4,32.2,81.6,1,15.3
Rwanda,2019,Gender of Top Manager,NA,Top manager is female,Average,1.6,1.6,1.8,0,0,0,0,0,0,0,0,9.5,11.1,-2,14.9,75.5,10.9,10.9,0.6,88.6,93.4,2.7,14.3,30,5.2,NA,NA,NA,0.6,21.6,69.3,30.3,37.1,9.6,91,30.3,96,62.1,81,81.7,NA,NA,NA,NA,0.4,90.7,7.9,41.6,70.4,31.2,51.5,49.5,31.2,26.3,50.3,17.2,45.8,82.8,0.5,19.4
Rwanda,2019,Gender of Top Manager,NA,Top manager is male,Average,4.8,3.5,5.4,2.6,0,0,0.6,0,0,0.6,0.3,11.7,9.4,3.2,24.3,83,11.1,12.5,0.3,88.3,73.1,3.1,10.7,5,7.1,NA,NA,NA,0,9.9,80.3,37.5,44,12.1,81.1,31.1,90.7,63.8,81.5,79.7,NA,NA,NA,NA,2,90.1,4.4,52.6,72.7,31,65.2,58.4,68.2,30.6,62.2,17.1,25.2,79.8,1.2,11.9
Rwanda,2019,Location,NA,Kigali,Average,0.1,0.1,0,3.8,0,0,0.9,0,NA,0.6,0,11.4,10.5,1.7,24.1,85.1,13,15.1,0.4,85.7,72.3,3.3,7.9,5,7.3,NA,NA,NA,0,8.8,80.9,40.1,42.5,13.1,82.7,35.7,91.7,62.5,80.1,85.7,NA,NA,NA,NA,2,89.6,4.2,53.9,75.4,34.3,64.6,59.2,68.6,35,63.4,16.4,28.2,79.7,1.1,12.4
Rwanda,2019,Location,NA,Southern Province,Average,18.7,13.8,25.7,0,0,NA,0,NA,0,0.4,1.2,11.1,10.6,1.3,16.1,72.9,6.9,10.5,0,88.4,86.8,0.7,23.8,30,NA,NA,NA,NA,0,28.2,65.5,29.6,48.9,6.8,82.5,15.8,97,68.9,76.2,51,NA,NA,NA,NA,1.9,88.4,6.3,42.2,62.4,19.2,50.7,34.8,46.4,25,70,7.9,38,84.4,0.8,12.7
Rwanda,2019,Location,NA,Western Province,Average,2.1,2.1,2.4,0,0,0,0,0,NA,0,0,10.6,5.9,5,20.9,83.7,7.4,2,0.7,99,88.6,4.2,12.2,15,4.7,NA,NA,NA,0.8,10.9,78.6,25.7,40.8,10.3,85.5,27.3,87,61.4,89.3,71.7,NA,NA,NA,NA,0,94.8,7.7,39.9,64.4,24,59.7,55.8,40,12.8,43.7,23.5,29.4,79.8,1,19
Rwanda,2019,Ownership Type,NA,10% or more foreign ownership,Average,0,0,0,0,NA,0,NA,NA,NA,0,0,10.5,9,1.7,22.8,87.9,13.8,100,1,8,50.3,1.3,NA,NA,5.4,NA,NA,NA,0,19.4,69.6,86.5,60.5,13,64.7,55.6,91.9,58.5,63.1,93.5,NA,NA,NA,NA,0,88.8,6.9,65,86.2,28.7,77.4,66.1,77.8,68.2,89.7,11,32.4,63.2,1.2,2.7
Rwanda,2019,Ownership Type,NA,Domestic,Average,4.8,3.7,5.3,2.9,0,0,0.4,0,0,0.5,0.2,11.4,9.9,2.3,22.2,81.1,10.7,0,0.3,99.5,81.2,3.2,12.7,15,7.1,NA,NA,NA,0.2,11.5,79.1,29,36.6,11.4,85.8,27.5,91.8,64.6,84.8,78.3,NA,NA,NA,NA,1.8,90.5,4.9,48.2,70.1,31.5,60.2,55.3,58.5,23.5,55.2,18.1,29.3,82.9,1,15.1
Rwanda,2019,Sector,Manufacturing,All,Average,2.5,2.4,2.3,0,NA,0,5.8,0,NA,0.3,1.2,11.2,6.4,5.3,37.8,82.1,11.2,15.5,1.3,85.5,66.6,4,NA,20,4.7,NA,NA,NA,0.8,3.9,82.8,48.1,43.1,12,80.2,49.2,89.1,63.6,81.4,58.2,NA,NA,NA,NA,1.5,87.4,5.3,55.1,76.3,30.8,65.3,60.1,72.7,36,73.8,14.5,38.6,76.8,1.1,23.7
Rwanda,2019,Sector,Manufacturing,Manufacturing,Average,2.5,2.4,2.3,0,NA,0,5.8,0,NA,0.3,1.2,11.2,6.4,5.3,37.8,82.1,11.2,15.5,1.3,85.5,66.6,4,NA,20,4.7,NA,NA,NA,0.8,3.9,82.8,48.1,43.1,12,80.2,49.2,89.1,63.6,81.4,58.2,NA,NA,NA,NA,1.5,87.4,5.3,55.1,76.3,30.8,65.3,60.1,72.7,36,73.8,14.5,38.6,76.8,1.1,23.7
Rwanda,2019,Sector,Services,All,Average,4.4,3.3,5,3,0,0,0,0,0,0.5,0,11.2,10.5,1.5,19.1,NA,11,11.4,0.2,89,79.7,2.8,7.9,15,7,NA,NA,NA,0,14.2,76.9,33.5,NA,11.5,83.8,27.2,92.4,NA,NA,86.1,NA,NA,NA,NA,1.7,90.9,5.1,48.8,70.8,31.2,61.6,55.5,57,27.5,55,17.9,27.8,81.2,1,11.5
Rwanda,2019,Sector,Services,Other Services,Average,5.9,4.4,6.7,0.7,0,0,0,0,NA,0.6,0,11.3,9.8,2.4,21.6,NA,10.2,10.2,0.3,90,76.5,2.7,9.9,15,6.3,NA,NA,NA,0,16.3,75.3,38,NA,10.3,82,32.2,91.4,NA,NA,87.7,NA,NA,NA,NA,0.8,90.4,7,51.2,67.9,36.4,66.8,62.1,56.8,23.5,60.4,22.4,27.4,82,1.2,10.8
Rwanda,2019,Sector,Services,Retail,Average,0.3,0.1,0.4,11.7,0,0,NA,NA,NA,0.3,0,11.2,12.3,-0.9,12.2,NA,13.1,14.8,0,86.2,88.4,3,4.3,NA,7.5,NA,NA,NA,0,8.6,81.3,21.3,NA,14.7,88.3,13.9,95,NA,NA,80.8,NA,NA,NA,NA,3.9,92.2,0.3,38.6,81.8,10.7,41.5,29.4,57.8,43.9,33.9,1.4,28.7,79.3,0.6,13.4
Rwanda,2019,Size,NA,Large (100+),Average,0,0,0,2,NA,0,NA,NA,NA,0,0,38,15.6,28.8,24.5,86.9,16.3,22.9,4.5,80.9,23.1,2.6,NA,NA,6.3,NA,NA,NA,0,0,92.1,77.2,27.2,12.7,78.5,242.3,91.7,70.8,69.8,84.2,NA,NA,NA,NA,0,93.8,2.5,57.5,72.9,41,73.4,67.4,69.6,32.4,83.4,15.9,6.1,94.4,0.9,0.8
Rwanda,2019,Size,NA,Medium (20-99),Average,1.9,1.8,1.7,7.6,0,0,1.1,0,NA,1.9,0,9.9,7.6,2.5,36.3,84.5,11.5,11,0.4,89.7,73.1,4,10,5,6.5,NA,NA,NA,0,6.4,81.3,42.4,46.3,12.3,73.9,35.4,89.2,59.2,76.6,86.9,NA,NA,NA,NA,0.7,90,3.9,48,72.1,28,59.2,53.4,58.5,28.9,52.6,17.5,37.9,72.5,0.9,10.5
Rwanda,2019,Size,NA,Small (5-19),Average,5.3,3.9,6.1,0,0,0,0,0,0,0.1,0.3,8.9,9.8,-0.6,17.9,79.9,10.4,11.5,0,88.7,83.8,2.7,12.3,20,6.9,NA,NA,NA,0.2,15.4,75.6,30.3,44.7,11.2,86.4,10.1,92.6,65.1,86.2,77.7,NA,NA,NA,NA,2,90,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,81.6,1.1,15.7
Rwanda,2019,NA,NA,NA,Average,4.1,3.1,4.5,2.6,0,0,0.4,0,0,0.5,0.2,11.2,9.8,2.2,22.2,82.1,11.1,12.1,0.4,88.4,77.5,3,11.8,15,6.8,NA,NA,NA,0.1,12.5,77.9,35.9,43.1,11.6,83.2,30.9,91.8,63.6,81.4,80.3,NA,NA,NA,NA,1.6,90.3,5.2,50.4,72.3,31.1,62.6,56.8,61.1,29.7,60,17.1,29.6,80.5,1,13.6
Rwanda,2023,Exporter Type,NA,Direct exports are 10% or more of sales,Average,4.9,3,4.2,NA,NA,2.3,2.8,NA,NA,5,14.7,NA,NA,NA,50,76.3,13.2,49.1,1.9,57.6,8.6,9.1,NA,14,9,NA,NA,NA,1.9,9,84.7,49,61.5,28.2,84.3,153.3,58.1,63.2,82.9,81.4,1.9,4.2,7.8,2.5,1.9,90.6,1.9,58.5,72.5,27.2,78.8,59,51.8,33.7,64.2,39.7,28.3,81.3,0.5,1.9
Rwanda,2023,Exporter Type,NA,Non-exporter,Average,12.7,8.8,7.2,NA,3.4,27.7,27.8,32.4,23.5,9.6,13.5,26.8,19.8,10.3,21.8,73.8,9,5.7,0.1,95.9,76.2,5.8,28.5,30,10.1,NA,NA,NA,2.5,44.4,51.9,26.5,47.3,12.5,89.4,29.7,78.6,75,90.3,60.7,2.5,1.9,8.5,2,6.6,82.7,6.1,51.1,70.8,32.2,58.5,53.9,51.2,33.4,63.2,33.6,42,72.2,1.5,22.6
Rwanda,2023,Gender of Top Manager,NA,Top manager is female,Average,9.1,5.8,1.8,NA,0,61.7,14.9,50.3,0,4.9,9.5,25.6,17.9,11.6,17,73.8,8.1,5,0,95,82.2,4.9,34,30,12.6,NA,NA,NA,3.1,32,61.3,20.5,59.5,11.7,94.4,18.5,80.9,76,90.7,57.2,2.2,2,4.7,1.9,6,83.6,4,50.9,70,35.1,58.4,60.3,38.6,29.6,62.3,32.3,47.8,63.5,1.3,22.6
Rwanda,2023,Gender of Top Manager,NA,Top manager is male,Average,13.6,9.6,9.3,NA,4.8,17.5,28.6,26.7,29.7,11.1,15,25.7,20,8.7,25.2,73.9,9.6,8.3,0.3,94.1,70.1,6.3,26.2,25,9.4,NA,NA,NA,2.2,47,50.3,30.1,44.6,13.7,87.2,41.1,76.5,73.9,89.7,64,2.6,2,10,2,6.5,82.8,6.7,51.9,71.2,31.1,60.3,52.7,54.4,34.4,63.5,34.6,39.1,76.1,1.5,21.8
Rwanda,2023,Location,NA,Kigali,Average,12.8,8,5.6,NA,5.8,24.3,38.8,70.3,22.7,8.2,14.9,27.5,19.3,12.1,14.9,74.4,9.6,11.2,0.1,91,66.7,6.4,31.9,15,7.6,NA,NA,NA,1.5,41.9,54.6,30.2,37.8,13.3,88.3,31.9,76,73.2,91.3,65.4,2.8,2.5,4.4,2.7,1.5,83.2,5.6,53.3,68.2,28,64.5,54.7,59.4,34.1,72.6,38.2,37.5,72.6,1,12.5
Rwanda,2023,Location,NA,Southern and Eastern,Average,13.6,10.8,10.4,NA,0,30.6,23.2,1.5,32,17.5,20.5,21.4,17.5,5.2,38.6,77.6,9,3.2,0.5,98.7,77.3,5.8,21.3,28,15.6,NA,NA,NA,3.6,46,47.4,30.3,50.6,13.2,86.9,40.5,77.8,73.2,89.6,60.4,1.5,1.3,20.3,1.6,17.9,77.9,10.3,48.4,77.1,42.8,47.1,52.9,30,23.5,47.8,33,46.1,63.1,2.8,32.6
Rwanda,2023,Location,NA,Western and Northern,Average,9.3,7.7,9.1,NA,0,8.5,9.3,2,0,3.4,0.9,24.7,22.5,4.6,28.4,68.2,7.9,0.7,0.2,99.5,90.1,4.4,42.3,30,46.3,NA,NA,NA,4.1,42,56.7,15.1,71.4,12.4,95.2,36,83,78.4,88.5,44.5,3.3,1.5,6.2,NA,7.4,88.9,1.6,49.1,73,36.3,54.4,53.9,40.1,43,37.7,14.3,47,84,1,35.1
Rwanda,2023,Ownership Type,NA,10% or more foreign ownership,Average,37.9,32.1,22.1,NA,NA,52.6,40.6,81.2,78.9,29.3,35.4,NA,NA,NA,54.7,72.5,8.6,100,0.5,25.7,21,3.6,NA,14,9,NA,NA,NA,0.5,19.9,68.2,23.9,NA,17,76.8,73.4,59.5,70.8,97.1,93,1.3,0.8,27.2,3.4,1.7,75.7,2.8,57.5,75.8,38.5,77,80.9,69.2,44.3,79.5,18.2,2.8,68.1,0.6,3
Rwanda,2023,Ownership Type,NA,Domestic,Average,9.8,6.3,5.5,NA,3.4,13.3,22.9,25.6,9.6,8,12,27.1,20.5,10.1,20.4,73.9,9.2,0,0.2,99.8,77.7,6,28.5,28,10.3,NA,NA,NA,2.6,44.9,52,27.7,48.5,12.8,90.2,31.5,79.2,74.8,89.6,60,2.8,2.3,7,1.5,6.8,83.6,6.2,51.2,70.5,31,57.5,50.5,48.8,31.9,61.1,36.6,44.2,72.9,1.5,23.4
Rwanda,2023,Sector,Manufacturing,All,Average,18,13.9,13.5,NA,0,14.7,29.9,6.4,38.2,15.9,25.4,26.1,19.2,8.9,41,73.8,10.9,5.5,0.6,96.4,70.1,5.2,44.3,28,13.2,NA,NA,NA,3.8,37.1,55.9,31.9,48.4,15.8,84,60.6,77.4,74.6,90,50.9,1.5,1.4,13.8,1.8,20.3,73.1,12.1,53.6,79.5,33.8,61.7,55.2,52.8,25,44.8,38.7,47.7,66.4,1.5,38.4
Rwanda,2023,Sector,Manufacturing,Manufacturing,Average,18,13.9,13.5,NA,0,14.7,29.9,6.4,38.2,15.9,25.4,26.1,19.2,8.9,41,73.8,10.9,5.5,0.6,96.4,70.1,5.2,44.3,28,13.2,NA,NA,NA,3.8,37.1,55.9,31.9,48.4,15.8,84,60.6,77.4,74.6,90,50.9,1.5,1.4,13.8,1.8,20.3,73.1,12.1,53.6,79.5,33.8,61.7,55.2,52.8,25,44.8,38.7,47.7,66.4,1.5,38.4
Rwanda,2023,Sector,Services,All,Average,10,6.4,4.6,NA,4.5,32,23,55.9,19.5,6.7,8.6,25.5,19.6,9.7,15.4,NA,8.5,8.2,0,93.5,74.9,6.1,23.2,15,7.5,NA,NA,NA,1.9,45.7,52.1,25.6,NA,12,91.4,23.7,77.9,NA,NA,66.5,3,2.3,6.2,2.2,0.6,87.2,3.4,50.7,66.3,30.9,58.9,53.7,50.4,37.9,72.6,31.7,38.7,75.1,1.4,14.7
Rwanda,2023,Sector,Services,Other Services,Average,11.9,7.6,5.2,NA,5.5,38.3,24.5,58.9,21,8.8,10.3,24.7,19,8.5,16,NA,7.8,9.4,0,92.8,75.3,7,26.7,15,7.5,NA,NA,NA,1.9,46.5,52,29,NA,11.7,90.7,25.4,76.2,NA,NA,64.5,3,2.3,7.5,2.1,0.2,87,2.4,51.8,67.8,29.6,61.1,55.6,53.9,35.2,74.6,34,36.4,75.4,1.4,14
Rwanda,2023,Sector,Services,Retail,Average,3.3,1.9,2.4,NA,0,0,10.6,10.5,0,0.2,1.3,27.9,21.3,13.5,13.2,NA,10.6,4.2,0,95.8,73.7,3.2,6.8,30,7.6,NA,NA,NA,1.8,40.2,52.5,14.2,NA,13.1,93.8,18.4,83.4,NA,NA,75.5,2.9,2.5,2.2,NA,1.9,87.7,6.7,45,58.5,38.8,45.6,41.9,28.9,55,60.5,15.3,47,74.1,1.6,17.5
Rwanda,2023,Size,NA,Large (100+),Average,25.8,11.2,13.4,NA,0,29.3,0,6.3,0,20.1,16.7,23.9,12.2,13,54.6,81.4,17.9,19.9,3.7,81.9,23.5,14.7,51.4,16,25.8,NA,NA,NA,14.1,43.5,54.4,57.3,57.4,16.8,59.9,410.8,72.1,75.1,80.6,76.6,3.1,4,20.7,2.9,4.9,79,4.9,60.3,64.1,54.7,69.3,59.4,59.8,44,66,25.8,16,78.1,2,14.2
Rwanda,2023,Size,NA,Medium (20-99),Average,17,12.3,9.4,NA,15.9,35.4,25.2,32.5,59.6,12.5,15.8,22.1,20.4,3.3,33.7,73,11.4,19.1,0.1,85.2,55,7.5,34.8,17,8.7,NA,NA,NA,4.1,40.7,54.6,37,47.5,13.7,81.3,39.9,67.1,68.1,84.6,70.6,2.6,2.3,12.9,2.2,9,79.8,6.3,49.7,72.6,27.1,57.9,53.2,49.5,31.3,62.7,35.8,30.2,78.4,2,11.2
Rwanda,2023,Size,NA,Small (5-19),Average,9,6.5,5.5,NA,0,0,29.8,34.8,10.9,7.4,12.3,27.7,19.5,12.4,16.2,73.4,7.7,1.5,0,99.2,84.6,4.6,25.6,30,5.4,NA,NA,NA,1,44,52.5,21.4,46.4,12.7,94.5,9.6,82.9,77.3,93.2,55,2.2,1.1,5.8,1.6,5.3,84.7,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,69.6,1.2,28.1
