year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city,co2_per_capita_scaled
1999,Switzerland,65070.6300080959,6.38398060691846,CHE,High income,Europe & Central Asia,Bern,6383980.60691846
1998,Switzerland,64312.3831928927,6.37735493989382,CHE,High income,Europe & Central Asia,Bern,6377354.93989382
1997,Switzerland,62606.7958593857,6.19064493167211,CHE,High income,Europe & Central Asia,Bern,6190644.93167211
1996,Switzerland,61370.0162558854,6.38766376549276,CHE,High income,Europe & Central Asia,Bern,6387663.76549276
1995,Switzerland,61352.5058587642,6.33784742880915,CHE,High income,Europe & Central Asia,Bern,6337847.42880915
1994,Switzerland,61468.2818248134,6.26794179697861,CHE,High income,Europe & Central Asia,Bern,6267941.79697861
1993,Switzerland,61183.3592394612,6.45256414968295,CHE,High income,Europe & Central Asia,Bern,6452564.14968295
1992,Switzerland,61820.9948062077,6.8480883339413,CHE,High income,Europe & Central Asia,Bern,6848088.3339413
2023,Syrian Arab Republic,,1.08477681546342,SYR,Low income,Middle East & North Africa,Damascus,1084776.81546342
2022,Syrian Arab Republic,4454.85373271464,1.126021957003,SYR,Low income,Middle East & North Africa,Damascus,1126021.957003
2021,Syrian Arab Republic,4592.83860100874,1.17284612456545,SYR,Low income,Middle East & North Africa,Damascus,1172846.12456545
2020,Syrian Arab Republic,4633.34951847728,1.21457451411152,SYR,Low income,Middle East & North Africa,Damascus,1214574.51411152
2019,Syrian Arab Republic,4825.40602053761,1.32999998919107,SYR,Low income,Middle East & North Africa,Damascus,1329999.9891910702
2018,Syrian Arab Republic,4956.09296464777,1.46327136617947,SYR,Low income,Middle East & North Africa,Damascus,1463271.36617947
2017,Syrian Arab Republic,4977.79210063798,1.39461446096234,SYR,Low income,Middle East & North Africa,Damascus,1394614.46096234
2016,Syrian Arab Republic,5022.1127178437,1.28454273388006,SYR,Low income,Middle East & North Africa,Damascus,1284542.7338800598
2015,Syrian Arab Republic,5302.07413721497,1.31841460151237,SYR,Low income,Middle East & North Africa,Damascus,1318414.6015123702
2014,Syrian Arab Republic,5301.62535257941,1.3310522782296,SYR,Low income,Middle East & North Africa,Damascus,1331052.2782295998
2013,Syrian Arab Republic,5530.97472757035,1.43963721280697,SYR,Low income,Middle East & North Africa,Damascus,1439637.21280697
2012,Syrian Arab Republic,7144.37244952745,2.02669069972302,SYR,Low income,Middle East & North Africa,Damascus,2026690.69972302
2011,Syrian Arab Republic,9648.82426718361,2.56415546432225,SYR,Low income,Middle East & North Africa,Damascus,2564155.46432225
2010,Syrian Arab Republic,9546.56048805399,2.78840076876062,SYR,Low income,Middle East & North Africa,Damascus,2788400.7687606197
2009,Syrian Arab Republic,9284.10162126587,2.8396773003593,SYR,Low income,Middle East & North Africa,Damascus,2839677.3003593003
2008,Syrian Arab Republic,8903.77225264131,3.08173238597404,SYR,Low income,Middle East & North Africa,Damascus,3081732.38597404
2007,Syrian Arab Republic,8829.30906367425,3.1134366414681,SYR,Low income,Middle East & North Africa,Damascus,3113436.6414681002
2006,Syrian Arab Republic,8885.80539630373,3.13525645589234,SYR,Low income,Middle East & North Africa,Damascus,3135256.45589234
2005,Syrian Arab Republic,8828.94590461523,3.12574229602695,SYR,Low income,Middle East & North Africa,Damascus,3125742.29602695
2004,Syrian Arab Republic,8528.65604597154,2.61931763182113,SYR,Low income,Middle East & North Africa,Damascus,2619317.6318211304
2003,Syrian Arab Republic,8177.54506854394,2.57026883562103,SYR,Low income,Middle East & North Africa,Damascus,2570268.83562103
2002,Syrian Arab Republic,7811.81601910972,2.62341018020496,SYR,Low income,Middle East & North Africa,Damascus,2623410.18020496
2001,Syrian Arab Republic,7698.3969367866,2.69844513081613,SYR,Low income,Middle East & North Africa,Damascus,2698445.13081613
2000,Syrian Arab Republic,7807.92995548742,2.75879366419584,SYR,Low income,Middle East & North Africa,Damascus,2758793.66419584
1999,Syrian Arab Republic,7951.39014713749,2.7856932507217,SYR,Low income,Middle East & North Africa,Damascus,2785693.2507217
1998,Syrian Arab Republic,8456.78287525056,2.90847021503168,SYR,Low income,Middle East & North Africa,Damascus,2908470.2150316797
1997,Syrian Arab Republic,8126.36577647131,2.81064906455257,SYR,Low income,Middle East & North Africa,Damascus,2810649.06455257
1996,Syrian Arab Republic,7943.44060493443,2.89828196688477,SYR,Low income,Middle East & North Africa,Damascus,2898281.96688477
1995,Syrian Arab Republic,7431.354210148,2.77156403784932,SYR,Low income,Middle East & North Africa,Damascus,2771564.0378493196
1994,Syrian Arab Republic,7142.95380147314,2.73652904022871,SYR,Low income,Middle East & North Africa,Damascus,2736529.04022871
1993,Syrian Arab Republic,6861.79504697602,2.67256735185188,SYR,Low income,Middle East & North Africa,Damascus,2672567.35185188
1992,Syrian Arab Republic,6662.24314240165,2.68041609879773,SYR,Low income,Middle East & North Africa,Damascus,2680416.09879773
2023,Tajikistan,4472.3241378777,0.895897986091935,TJK,Lower middle income,Europe & Central Asia,Dushanbe,895897.9860919351
2022,Tajikistan,4213.75618362687,0.901944585376355,TJK,Lower middle income,Europe & Central Asia,Dushanbe,901944.585376355
2021,Tajikistan,3985.91247611219,0.940953804329286,TJK,Lower middle income,Europe & Central Asia,Dushanbe,940953.804329286
2020,Tajikistan,3724.7489591466,0.962765570076241,TJK,Lower middle income,Europe & Central Asia,Dushanbe,962765.5700762409
2019,Tajikistan,3649.88375518646,0.948586805031623,TJK,Lower middle income,Europe & Central Asia,Dushanbe,948586.805031623
2018,Tajikistan,3479.69235966041,0.881455514700076,TJK,Lower middle income,Europe & Central Asia,Dushanbe,881455.514700076
2017,Tajikistan,3312.71202243506,0.763123619708944,TJK,Lower middle income,Europe & Central Asia,Dushanbe,763123.619708944
2016,Tajikistan,3169.9667820524,0.644658005730218,TJK,Lower middle income,Europe & Central Asia,Dushanbe,644658.005730218
2015,Tajikistan,3041.44479553257,0.589043758329631,TJK,Lower middle income,Europe & Central Asia,Dushanbe,589043.758329631
2014,Tajikistan,2943.08867917317,0.565909509549048,TJK,Lower middle income,Europe & Central Asia,Dushanbe,565909.5095490479
2013,Tajikistan,2828.38542075147,0.437376258469921,TJK,Lower middle income,Europe & Central Asia,Dushanbe,437376.258469921
2012,Tajikistan,2700.09546037358,0.436980695485598,TJK,Lower middle income,Europe & Central Asia,Dushanbe,436980.695485598
2011,Tajikistan,2572.48074895498,0.393902196673774,TJK,Lower middle income,Europe & Central Asia,Dushanbe,393902.19667377404
2010,Tajikistan,2449.27358745359,0.401312521554425,TJK,Lower middle income,Europe & Central Asia,Dushanbe,401312.521554425
2009,Tajikistan,2349.50030269416,0.407183758042143,TJK,Lower middle income,Europe & Central Asia,Dushanbe,407183.758042143
2008,Tajikistan,2308.09430040334,0.516542904498431,TJK,Lower middle income,Europe & Central Asia,Dushanbe,516542.904498431
2007,Tajikistan,2181.89798056536,0.562959614715566,TJK,Lower middle income,Europe & Central Asia,Dushanbe,562959.614715566
2006,Tajikistan,2063.288508243,0.4944339167356,TJK,Lower middle income,Europe & Central Asia,Dushanbe,494433.9167356
2005,Tajikistan,1965.30020458256,0.460798414953962,TJK,Lower middle income,Europe & Central Asia,Dushanbe,460798.414953962
2004,Tajikistan,1878.28696227255,0.493612664782381,TJK,Lower middle income,Europe & Central Asia,Dushanbe,493612.66478238103
2003,Tajikistan,1736.64039749855,0.422943347488014,TJK,Lower middle income,Europe & Central Asia,Dushanbe,422943.34748801397
2002,Tajikistan,1594.93890470219,0.421837052673673,TJK,Lower middle income,Europe & Central Asia,Dushanbe,421837.052673673
2001,Tajikistan,1467.39882474638,0.427897406380177,TJK,Lower middle income,Europe & Central Asia,Dushanbe,427897.406380177
2000,Tajikistan,1365.23327447129,0.443057662733592,TJK,Lower middle income,Europe & Central Asia,Dushanbe,443057.662733592
1999,Tajikistan,1275.82249026045,0.482526009242361,TJK,Lower middle income,Europe & Central Asia,Dushanbe,482526.009242361
1998,Tajikistan,1236.67552895556,0.520562392605268,TJK,Lower middle income,Europe & Central Asia,Dushanbe,520562.39260526805
1997,Tajikistan,1181.28110133633,0.484785488325489,TJK,Lower middle income,Europe & Central Asia,Dushanbe,484785.488325489
1996,Tajikistan,1175.79407235242,0.445147904326745,TJK,Lower middle income,Europe & Central Asia,Dushanbe,445147.904326745
1995,Tajikistan,1439.50277584065,0.511987390612623,TJK,Lower middle income,Europe & Central Asia,Dushanbe,511987.390612623
1994,Tajikistan,1678.33851733918,0.616029751253483,TJK,Lower middle income,Europe & Central Asia,Dushanbe,616029.751253483
1993,Tajikistan,2169.96747353928,1.01285713362444,TJK,Lower middle income,Europe & Central Asia,Dushanbe,1012857.1336244401
1992,Tajikistan,2630.38658066186,1.51460332070662,TJK,Lower middle income,Europe & Central Asia,Dushanbe,1514603.32070662
2023,Tanzania,3620.79345703125,0.290816514781393,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,290816.514781393
2022,Tanzania,3546.98095703125,0.293323533578201,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,293323.533578201
2021,Tanzania,3493.0830078125,0.307110830341205,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,307110.830341205
2020,Tanzania,3449.82153320313,0.275490063618206,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,275490.063618206
2019,Tanzania,3484.63256835938,0.287343157083297,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,287343.157083297
2018,Tanzania,3392.68872070313,0.260129572944477,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,260129.57294447703
2017,Tanzania,3319.37670898438,0.255109842453824,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,255109.842453824
2016,Tanzania,3214.24682617188,0.262646711236488,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,262646.71123648796
2015,Tanzania,3111.44458007813,0.253809224058563,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,253809.22405856298
2014,Tanzania,3027.56909179688,0.223568261465515,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,223568.261465515
2013,Tanzania,2924.86328125,0.23745636583617,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,237456.36583617
2012,Tanzania,2822.4853515625,0.223794524706032,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,223794.524706032
2011,Tanzania,2779.70776367188,0.193059357083924,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,193059.357083924
2010,Tanzania,2654.80346679688,0.163841548892358,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,163841.548892358
2009,Tanzania,2560.81103515625,0.139276768276615,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,139276.768276615
2008,Tanzania,2493.25927734375,0.147505111963319,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,147505.111963319
2007,Tanzania,2423.61596679688,0.150653381572792,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,150653.38157279202
2006,Tanzania,2334.1044921875,0.163876810024256,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,163876.810024256
2005,Tanzania,2253.09326171875,0.157543974954262,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,157543.974954262
2004,Tanzania,2155.24145507813,0.142837770195217,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,142837.77019521702
2003,Tanzania,2059.83740234375,0.106641883408954,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,106641.883408954
2002,Tanzania,1982.64428710938,0.103523394393514,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,103523.394393514
2001,Tanzania,1899.74536132813,0.093385194551589,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,93385.194551589
2000,Tanzania,1839.93664550781,0.090834424226942,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,90834.424226942
1999,Tanzania,1810.97155761719,0.0800232310010141,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,80023.23100101411
1998,Tanzania,1773.72424316406,0.087932132235763,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,87932.132235763
1997,Tanzania,1755.8037109375,0.103783987688425,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,103783.98768842501
1996,Tanzania,1730.55456542969,0.113366088707074,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,113366.088707074
1995,Tanzania,1685.85107421875,0.0967630552862299,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,96763.05528622991
1994,Tanzania,1679.66235351563,0.0722938069222449,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,72293.8069222449
1993,Tanzania,1718.39306640625,0.0758311282245965,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,75831.12822459651
1992,Tanzania,1751.91845703125,0.0745404148390602,TZA,Lower middle income,Sub-Saharan Africa ,Dodoma,74540.41483906019
2023,Thailand,21142.6643331162,3.82358004996623,THA,Upper middle income,East Asia & Pacific,Bangkok,3823580.04996623
2022,Thailand,20741.5235270511,3.84564905250522,THA,Upper middle income,East Asia & Pacific,Bangkok,3845649.05250522
2021,Thailand,20245.2424111271,3.72927854057084,THA,Upper middle income,East Asia & Pacific,Bangkok,3729278.54057084
2020,Thailand,19956.5473513659,3.8307274595261,THA,Upper middle income,East Asia & Pacific,Bangkok,3830727.4595260997
2019,Thailand,21277.08251178,3.97693747727893,THA,Upper middle income,East Asia & Pacific,Bangkok,3976937.47727893
2018,Thailand,20879.1601782531,3.84702835805817,THA,Upper middle income,East Asia & Pacific,Bangkok,3847028.35805817
2017,Thailand,20093.963199274,3.8917772939523,THA,Upper middle income,East Asia & Pacific,Bangkok,3891777.2939523
2016,Thailand,19369.9198558946,3.89512446125867,THA,Upper middle income,East Asia & Pacific,Bangkok,3895124.46125867
2015,Thailand,18811.3284521707,3.96561450717985,THA,Upper middle income,East Asia & Pacific,Bangkok,3965614.5071798502
2014,Thailand,18323.9627436667,3.87839205637056,THA,Upper middle income,East Asia & Pacific,Bangkok,3878392.05637056
2013,Thailand,18241.7768708,3.95086476628845,THA,Upper middle income,East Asia & Pacific,Bangkok,3950864.76628845
2012,Thailand,17869.0021183963,3.81252846322096,THA,Upper middle income,East Asia & Pacific,Bangkok,3812528.46322096
2011,Thailand,16765.7514024823,3.57426864741434,THA,Upper middle income,East Asia & Pacific,Bangkok,3574268.6474143397
2010,Thailand,16729.774764715,3.59121735116937,THA,Upper middle income,East Asia & Pacific,Bangkok,3591217.35116937
2009,Thailand,15665.3459498857,3.40486234217073,THA,Upper middle income,East Asia & Pacific,Bangkok,3404862.3421707302
2008,Thailand,15891.2171420249,3.53294884059898,THA,Upper middle income,East Asia & Pacific,Bangkok,3532948.84059898
2007,Thailand,15742.0953939905,3.54368131783793,THA,Upper middle income,East Asia & Pacific,Bangkok,3543681.3178379303
2006,Thailand,15050.5253765829,3.49724934862165,THA,Upper middle income,East Asia & Pacific,Bangkok,3497249.3486216497
2005,Thailand,14457.740966196,3.47145647315512,THA,Upper middle income,East Asia & Pacific,Bangkok,3471456.47315512
2004,Thailand,13996.5035765712,3.37760100917852,THA,Upper middle income,East Asia & Pacific,Bangkok,3377601.00917852
2003,Thailand,13286.8323292884,3.12748475114897,THA,Upper middle income,East Asia & Pacific,Bangkok,3127484.75114897
2002,Thailand,12511.7381306212,3.0346555543448,THA,Upper middle income,East Asia & Pacific,Bangkok,3034655.5543448003
2001,Thailand,11900.8949342988,2.8827731462033,THA,Upper middle income,East Asia & Pacific,Bangkok,2882773.1462033
2000,Thailand,11622.1116671016,2.77458280373633,THA,Upper middle income,East Asia & Pacific,Bangkok,2774582.80373633
1999,Thailand,11252.9872633941,2.80137850592665,THA,Upper middle income,East Asia & Pacific,Bangkok,2801378.50592665
1998,Thailand,10896.7658205769,2.71456860670618,THA,Upper middle income,East Asia & Pacific,Bangkok,2714568.6067061797
1997,Thailand,11952.424014948,3.08587046063584,THA,Upper middle income,East Asia & Pacific,Bangkok,3085870.46063584
1996,Thailand,12455.886070343,3.06853143548044,THA,Upper middle income,East Asia & Pacific,Bangkok,3068531.43548044
1995,Thailand,11953.495235878,2.76694402634583,THA,Upper middle income,East Asia & Pacific,Bangkok,2766944.02634583
1994,Thailand,11214.6377912304,2.47837424422237,THA,Upper middle income,East Asia & Pacific,Bangkok,2478374.24422237
1993,Thailand,10538.4415714221,2.25442714645041,THA,Upper middle income,East Asia & Pacific,Bangkok,2254427.14645041
1992,Thailand,9886.54819629295,2.01674777158857,THA,Upper middle income,East Asia & Pacific,Bangkok,2016747.77158857
2023,Timor-Leste,4328.50782017194,0.507770793029764,TLS,Lower middle income,East Asia & Pacific,Dili,507770.793029764
2022,Timor-Leste,5344.13695159456,0.520048638167816,TLS,Lower middle income,East Asia & Pacific,Dili,520048.638167816
