year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city
1994,Sierra Leone,2020.76448547931,0.124918975199522,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1993,Sierra Leone,2068.81771851781,0.121405873763871,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
1992,Sierra Leone,2036.24239182623,0.124160959454834,SLE,"{'id': 'LIC', 'iso2code': 'XM', 'value': 'Low income'}","{'id': 'SSF', 'iso2code': 'ZG', 'value': 'Sub-Saharan Africa '}",Freetown
2023,Singapore,127543.55475211,9.64374697514959,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2022,Singapore,132468.930252646,9.89125108967111,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2021,Singapore,131864.092335522,10.2115753252092,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2020,Singapore,115304.149458638,9.47610427156602,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2019,Singapore,119572.277084107,9.80130160606455,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2018,Singapore,119343.145527918,9.61665468985982,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2017,Singapore,115831.111509588,10.1381031824474,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2016,Singapore,110927.693046369,9.44912179392408,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2015,Singapore,108483.21006419,9.9706739040022,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2014,Singapore,106604.492771282,9.84961946891653,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2013,Singapore,103908.358532594,9.74877212426669,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2012,Singapore,100750.847964939,9.44225785642258,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2011,Singapore,98867.9452829021,9.90489782564074,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2010,Singapore,95043.9638819189,9.63034881494631,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2009,Singapore,84477.1245525634,8.77428761443692,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2008,Singapore,86952.4628748601,8.86887537205056,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2007,Singapore,90027.3400989592,9.44913687162465,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2006,Singapore,86090.4362678176,9.5355418148688,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2005,Singapore,81487.7295599192,9.78289459186893,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2004,Singapore,77702.0149214372,10.6855268387372,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2003,Singapore,71567.1333309928,10.314555220561,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2002,Singapore,67451.7181466549,10.8280032088507,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2001,Singapore,65500.313408,11.0938779297885,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2000,Singapore,68019.5295652496,11.3010369953278,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1999,Singapore,63471.1914729083,10.4599892440062,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1998,Singapore,60519.7106418286,10.4576451544645,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1997,Singapore,64013.5623444364,11.1153260320366,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1996,Singapore,61116.676641331,11.5838542143414,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1995,Singapore,59226.7595457818,11.7303531331767,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1994,Singapore,56966.0242770003,12.1812270550165,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1993,Singapore,52910.3612383634,11.9127947701972,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
1992,Singapore,48686.6462374074,10.5852048071346,SGP,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Singapore
2023,Sint Maarten (Dutch part),44894.6934642898,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2022,Sint Maarten (Dutch part),43877.2491431337,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2021,Sint Maarten (Dutch part),40507.0672411717,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2020,Sint Maarten (Dutch part),39265.7616790568,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2019,Sint Maarten (Dutch part),45996.7912346922,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2018,Sint Maarten (Dutch part),42154.1020267504,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2017,Sint Maarten (Dutch part),46088.3583839152,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2016,Sint Maarten (Dutch part),50817.6814942681,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2015,Sint Maarten (Dutch part),51375.6032503737,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2014,Sint Maarten (Dutch part),52439.4736756048,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2013,Sint Maarten (Dutch part),52801.4031054792,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2012,Sint Maarten (Dutch part),53357.003462797,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2011,Sint Maarten (Dutch part),53786.2462000327,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2010,Sint Maarten (Dutch part),52140.59965779,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2009,Sint Maarten (Dutch part),50980.9400838983,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2008,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2007,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2006,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2005,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2004,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2003,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2002,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2001,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2000,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1999,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1998,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1997,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1996,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1995,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1994,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1993,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
1992,Sint Maarten (Dutch part),,,SXM,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'LCN', 'iso2code': 'ZJ', 'value': 'Latin America & Caribbean '}",Philipsburg
2023,Slovak Republic,39171.7826208886,6.42404095276354,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2022,Slovak Republic,38603.5508050495,6.54551238716348,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2021,Slovak Republic,38321.4194251567,6.7223681981008,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2020,Slovak Republic,36168.74687375,5.97512982184634,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2019,Slovak Republic,37160.5732017056,6.37685416252991,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2018,Slovak Republic,36382.8587475082,6.83162556310886,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2017,Slovak Republic,35011.0941056905,6.93460032592837,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2016,Slovak Republic,34085.5965087075,6.52701499853244,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2015,Slovak Republic,33477.4879139076,6.36299156255917,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2014,Slovak Republic,31859.9659425388,6.27163708149393,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2013,Slovak Republic,31050.0787861177,6.71868826076363,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2012,Slovak Republic,30866.3720266112,6.67537173289563,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2011,Slovak Republic,30441.2706930056,7.01774827429838,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2010,Slovak Republic,29719.0184772184,7.40000608373143,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2009,Slovak Republic,27855.1968925468,6.90939375902968,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2008,Slovak Republic,29517.3719438672,7.64846958664925,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2007,Slovak Republic,28038.8654622471,7.68965705867315,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2006,Slovak Republic,25308.9644424103,7.85743080192382,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2005,Slovak Republic,23236.1426026349,7.8581084338224,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2004,Slovak Republic,21823.2021552962,7.78163089042269,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2003,Slovak Republic,20702.9725334252,7.88543659905304,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2002,Slovak Republic,19731.0714178207,7.79389731503882,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2001,Slovak Republic,18889.5026768752,7.8025539579246,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2000,Slovak Republic,18319.1013359038,7.73497231253433,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1999,Slovak Republic,18151.0655039296,8.13241982053439,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1998,Slovak Republic,18255.9973220849,8.2850324532939,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1997,Slovak Republic,17606.8424409539,8.46253713574094,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1996,Slovak Republic,16722.0357957431,8.55704651148508,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1995,Slovak Republic,15791.1195097182,8.532974362733,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1994,Slovak Republic,14963.0328292745,8.49055174473859,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1993,Slovak Republic,14144.3778404904,9.04442092988101,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
1992,Slovak Republic,13933.5508656653,9.27303518028975,SVK,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Bratislava
2023,Slovenia,47825.2300822798,5.69522382161237,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2022,Slovenia,47021.7205328765,6.2175319448732,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2021,Slovenia,45872.6633903051,6.52764910612932,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2020,Slovenia,42435.9325350347,6.38374177554522,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2019,Slovenia,44540.5851554924,7.04544420688714,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2018,Slovenia,43332.8788550071,7.39830483139447,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2017,Slovenia,41665.7069447047,7.42754990834248,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2016,Slovenia,39641.6456537094,7.27597792199868,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2015,Slovenia,38502.3521084313,6.92943309308171,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2014,Slovenia,37630.6944847754,6.85273378015306,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2013,Slovenia,36655.0070682011,7.53119124562551,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2012,Slovenia,37009.6685298208,7.54404496686936,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2011,Slovenia,38201.2517532312,7.8341597482126,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2010,Slovenia,38031.417637407,8.37783970676316,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2009,Slovenia,37777.4893923092,8.28085341298024,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2008,Slovenia,41251.7487882906,9.34445677964257,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
2007,Slovenia,39969.1803578367,8.88063258811905,SVN,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Ljubljana
